channel1,channel2,channel3,channel4,channel5,channel6
-3.8612254290241593e-10,1.4196933029856188e-09,1.5728530963226768e-10,7.092020395684233e-10,1.8046555444217134e-09,6.531208021174988e-10
-1.6902691401698782e-09,1.5893408851659464e-08,1.1920049566328006e-09,7.52930028676954e-09,2.168929511837593e-08,7.24327419460096e-09
1.0412154258765909e-08,8.295838293966646e-08,1.905693587885539e-09,3.620013496661286e-08,1.2368631468710533e-07,3.7320201696032934e-08
1.2555255169508521e-07,2.676566578880971e-07,-1.5056562831934016e-08,1.0138427133034127e-07,4.469507717304291e-07,1.1831317740415718e-07
6.060849201146713e-07,5.936713713003255e-07,-1.1036796065368242e-07,1.6782599540473497e-07,1.1536780380301182e-06,2.5646042878296123e-07
1.9072692393481808e-06,9.391529518852779e-07,-4.006568364511127e-07,9.497188841816662e-08,2.2728915686770696e-06,3.94450861449631e-07
4.490449125146093e-06,1.014223967051688e-06,-1.0201226228205887e-06,-3.4390027391521067e-07,3.559724237508599e-06,4.137669925856636e-07
8.487017373992577e-06,4.884685597689422e-07,-2.040248723833178e-06,-1.339087919709398e-06,4.5341001465644245e-06,2.0049442240159748e-07
1.3453801138172347e-05,-8.184987225010387e-07,-3.4009378902247982e-06,-2.9018795771243517e-06,4.707684982580449e-06,-2.848056566093329e-07
1.8383758390424797e-05,-2.814756839575146e-06,-4.883319053660918e-06,-4.804370163701894e-06,3.838777218021698e-06,-9.9213512187262e-07
5.398367024687165e-09,-2.7281265877619285e-09,-1.923779828105732e-09,-2.3104180605493323e-09,-1.194981586029941e-09,-9.217950523372741e-10
6.046093889990584e-08,-3.2077964647800574e-08,-2.1662129078492347e-08,-2.681895499268865e-08,-1.4890502420558912e-08,-1.0964686835762411e-08
3.1430897093723056e-07,-1.7751045241035462e-07,-1.1357375568906962e-07,-1.45746649941062e-07,-8.859489365538388e-08,-6.133210726748579e-08
1.0017634715277316e-06,-6.154602223220671e-07,-3.674163659750312e-07,-4.922433743775637e-07,-3.363513753263351e-07,-2.148544497582619e-07
2.162027548589628e-06,-1.5006651101088577e-06,-8.16051562791083e-07,-1.1538138037103109e-06,-9.194527445062285e-07,-5.29652844785115e-07
3.2273033603829964e-06,-2.732870951469004e-06,-1.2966519992589522e-06,-1.9740974153540817e-06,-1.937394742595568e-06,-9.785189870094484e-07
3.0193559035665287e-06,-3.835963349226164e-06,-1.4430656323775608e-06,-2.4882502027768588e-06,-3.290136941041231e-06,-1.40769609828765e-06
4.4470266409263134e-07,-4.1721110185031174e-06,-8.981235357798474e-07,-2.1713129354757643e-06,-4.644609843039064e-06,-1.6145378501301231e-06
-4.6303186501963525e-06,-3.3542191125591716e-06,4.3042869466865326e-07,-8.289845678105094e-07,-5.561091426284229e-06,-1.4922777434550332e-06
-1.113654662360573e-05,-1.4743750107150885e-06,2.313400200674902e-06,1.2421177742478184e-06,-5.689641252505383e-06,-1.097100522862372e-06
-6.208386369280261e-09,1.5402357329067388e-09,1.8560955760170447e-09,1.7144098749635017e-09,-5.03441913199604e-10,2.725419217678431e-10
-7.574021970418974e-08,1.9615847982420694e-08,2.2961267955783248e-08,2.1370282169458886e-08,-4.909370152236942e-09,3.6125807327642685e-09
-4.398545374122551e-07,1.2001106348820694e-07,1.3551444841548773e-07,1.2766720126318107e-07,-2.0225641374056125e-08,2.3198263761483905e-08
-1.6229780213309118e-06,4.71702814875131e-07,5.092900648029031e-07,4.885815466811505e-07,-3.8820611135067436e-08,9.653919930297111e-08
-4.2821720638544905e-06,1.343454940539262e-06,1.3717391225818872e-06,1.3498790241139792e-06,1.0398583581971937e-08,2.9361516673590534e-07
-8.606113337614398e-06,2.961203813770543e-06,2.8214563736636266e-06,2.8717619141811235e-06,3.005369825063173e-07,6.966357881798865e-07
-1.3655135998991701e-05,5.256687134500549e-06,4.598573777468688e-06,4.884339220450114e-06,1.053636662238764e-06,1.340432130724932e-06
-1.7379978515254417e-05,7.699491341232825e-06,6.054562787212938e-06,6.775177811033781e-06,2.3794834504382376e-06,2.139861669032618e-06
-1.761591683398582e-05,9.426859255304576e-06,6.4513756788656675e-06,7.697703776394142e-06,4.119066367672977e-06,2.8661513274936634e-06
-1.3446784904906396e-05,9.679852709659191e-06,5.418016242192599e-06,7.044810297397206e-06,5.842470525734739e-06,3.2246447189651197e-06
-5.8961523043039656e-06,8.262959252592499e-06,3.212395401692609e-06,4.8624555093350234e-06,7.034195500510004e-06,3.0140849718260594e-06
3.9468298926222124e-09,2.1916805441886418e-11,-7.688931037923205e-10,-5.961371079720337e-10,1.6026341672172604e-09,1.6824371234952132e-10
4.83602763308683e-08,-5.015434836687687e-10,-9.94447676804337e-09,-7.888519649601566e-09,1.877399169312529e-08,1.7201822645754444e-09
2.8393287133303495e-07,-8.64605823764563e-09,-6.209286319593717e-08,-5.0383661505216604e-08,1.0360176392871795e-07,7.888042449946824e-09
1.0699153691191704e-06,-5.956287118975986e-08,-2.5055368902374346e-07,-2.0785602572336517e-07,3.5807141170019435e-07,2.016014944517674e-08
2.9261817705265167e-06,-2.546236189606872e-07,-7.377110575608627e-07,-6.254639306607606e-07,8.667202231566209e-07,2.387728965775092e-08
6.2259614351689206e-06,-7.803463889180865e-07,-1.694526293446795e-06,-1.4689551511555083e-06,1.5457670582374621e-06,-3.1247236172299575e-08
1.076485929872665e-05,-1.8440983886179977e-06,-3.163017082578968e-06,-2.80884428176371e-06,2.0457342670319247e-06,-2.318514543609801e-07
1.5531610198791897e-05,-3.5063312292461523e-06,-4.9173868448297635e-06,-4.489511215264579e-06,1.8695618019018301e-06,-6.570183165740083e-07
1.8912168767406792e-05,-5.501823499980209e-06,-6.445692766745274e-06,-6.081402578835676e-06,6.840791949271082e-07,-1.2958705569977124e-06
1.9311235835149144e-05,-7.219906234504514e-06,-7.126312356064708e-06,-6.9931510656516666e-06,-1.3972724567758527e-06,-1.985985474697828e-06
-1.8140668785229791e-09,-9.246313448046606e-10,-2.3064214665885463e-10,-4.619289052469732e-10,-1.721629528519078e-09,-3.7516414018203553e-10
-2.332863724390029e-08,-1.051144878419202e-08,-2.1162387154809777e-09,-5.123929179513689e-09,-2.086838172856044e-08,-4.6699410040837435e-09
-1.4418688479827762e-07,-5.552364697914132e-08,-6.985875426312518e-09,-2.5852988042629457e-08,-1.2085006044590703e-07,-2.7355618781012904e-08
-5.741259724747932e-07,-1.7981863256870458e-07,-5.572669837332231e-10,-7.662823678057384e-08,-4.46509172849775e-07,-1.003602819056556e-07
-1.6685097775063673e-06,-3.927427195745821e-07,8.390664363100912e-08,-1.3723718996087285e-07,-1.1850395317188436e-06,-2.5843335799669204e-07
-3.806809740954568e-06,-5.810574307291088e-07,3.920639140004286e-07,-9.9426713830553e-08,-2.407357555453341e-06,-4.935540568873397e-07
-7.164515707452522e-06,-4.771276193034415e-07,1.1041689224641593e-06,2.4362875995158277e-07,-3.881837839203356e-06,-7.101590642204875e-07
-1.1516851111022601e-05,2.3840811324037923e-07,2.3106751644360156e-06,1.1146778292466277e-06,-5.054002963059881e-06,-7.344260740092668e-07
-1.6166514760319017e-05,1.7384421240477583e-06,3.8880682004865975e-06,2.601291939206641e-06,-5.2869801742358875e-06,-3.939981395171214e-07
-1.9993260372434557e-05,3.873444395529154e-06,5.469428941170603e-06,4.518444858817706e-06,-4.2265948504931e-06,3.691325933740879e-07
-3.0795690091163104e-09,2.3685620561605564e-09,1.0077862830971258e-09,1.6304814023663259e-09,1.2319823105082418e-09,1.028800631839156e-09
-3.218164050497365e-08,2.717896251740111e-08,1.1038667672491264e-08,1.7870040014118752e-08,1.5216196145056505e-08,1.1629419794722031e-08
-1.5146613607188314e-07,1.4635195230073743e-07,5.569932355369998e-08,9.04904480846822e-08,8.970440597734921e-08,6.137486610909456e-08
-4.1141870499177814e-07,4.917401704678689e-07,1.7015059243922068e-07,2.7910524387378634e-07,3.374817926679691e-07,2.0091790142459055e-07
-6.45534589409841e-07,1.154453640820591e-06,3.431222618544504e-07,5.766249511169583e-07,9.146107019674658e-07,4.565582489723473e-07
-2.799534774448124e-07,2.0009710329187605e-06,4.462369714725885e-07,8.040813954589754e-07,1.9115960108215823e-06,7.609948901543153e-07
1.5024284197364616e-06,2.608338030033226e-06,2.4774058109964756e-07,6.376272603193823e-07,3.219891255641e-06,9.499604427757902e-07
5.202079099936255e-06,2.468129360111468e-06,-4.53967202742703e-07,-1.850083246809266e-07,4.50119486128857e-06,8.655801243868969e-07
1.051075384422735e-05,1.3132998296436882e-06,-1.6831517160500842e-06,-1.6557206429337048e-06,5.3124477626841345e-06,4.7198154729071105e-07
1.6336468442820854e-05,-7.22307665963712e-07,-3.249556924498284e-06,-3.4841638860885955e-06,5.305451761560507e-06,-1.3776620509430245e-07
6.967610294204414e-09,-2.724516760983515e-09,-2.4073676940239363e-09,-2.726837363912906e-09,-7.369203523300351e-10,-8.07956586433297e-10
8.117182192611728e-08,-3.293904005498144e-08,-2.8351159222304215e-08,-3.238128318394708e-08,-9.671793872594902e-09,-9.912777625096022e-09
4.443207171753474e-07,-1.8874213574596053e-07,-1.571140668042058e-07,-1.816335804033888e-07,-6.09367384735476e-08,-5.79070948247404e-08
1.5184059827195556e-06,-6.828829074925948e-07,-5.447573128954628e-07,-6.407856383825654e-07,-2.462274033733312e-07,-2.1472305683174657e-07
3.6221239011058637e-06,-1.7522507054735075e-06,-1.3231284850720715e-06,-1.595419100436849e-06,-7.19299096096863e-07,-5.680152512116369e-07
6.356010051793445e-06,-3.390531837262486e-06,-2.379349872685547e-06,-2.9748071162649734e-06,-1.623483264425022e-06,-1.140714653673353e-06
8.319364352815443e-06,-5.121433337949985e-06,-3.236841409102344e-06,-4.280809662663626e-06,-2.9539189785591703e-06,-1.8036115687445106e-06
7.769352947862923e-06,-6.134052171070112e-06,-3.2687176088853486e-06,-4.774461263400878e-06,-4.462512086486978e-06,-2.2921387824147157e-06
3.859039471734734e-06,-5.781612802269455e-06,-2.1375258227838538e-06,-3.956421335150124e-06,-5.71783633144826e-06,-2.359862040720004e-06
-2.6570188070282742e-06,-4.025664828892193e-06,-6.579413159194184e-08,-1.926899685808337e-06,-6.302905289836399e-06,-1.9510891207030142e-06
-6.501555872638967e-09,1.1855702519303012e-09,1.654718810737103e-09,1.412602571813494e-09,-1.170357410505933e-09,1.8796883724571823e-10
-7.901469470174636e-08,1.544761096731535e-08,2.036873963904708e-08,1.769625577031655e-08,-1.2809023559350482e-08,2.728478156049338e-09
-4.5664416717164664e-07,9.659272828241855e-08,1.1972089268375715e-07,1.0620240954914966e-07,-6.424376658144165e-08,1.8892656533234003e-08
-1.6746844820873717e-06,3.8734801021868137e-07,4.4885598433488686e-07,4.081076512904747e-07,-1.9251092428387704e-07,8.345352429866728e-08
-4.3851572225214504e-06,1.12278790446885e-06,1.209260868339146e-06,1.1318358943386138e-06,-3.6742325191685e-07,2.651703389645817e-07
-8.72934783443939e-06,2.5113669434122347e-06,2.496828509510991e-06,2.4172954572762116e-06,-3.955514328558814e-07,6.47145996436048e-07
-1.3680095998591017e-05,4.510563831371633e-06,4.103975290177251e-06,4.1305133763008796e-06,5.7185546389941306e-08,1.2626011332575672e-06
-1.7114095314473984e-05,6.66728338584546e-06,5.482661803804996e-06,5.766146234267411e-06,1.2523351370273284e-06,2.019921652285101e-06
-1.687699273126071e-05,8.221423946800777e-06,5.984595081289928e-06,6.6158434283851686e-06,3.119359042667219e-06,2.6921694721942717e-06
-1.2168200814166666e-05,8.483236412391501e-06,5.248619158848845e-06,6.15953896040362e-06,5.191275064019954e-06,3.0163726096644686e-06
3.765565019393325e-09,1.512259575385103e-10,-7.973849508650219e-10,-4.3253460148010624e-10,1.6535585092694062e-09,1.6437604080126581e-10
4.662221157434288e-08,1.1385529074707355e-09,-1.0329702395067682e-08,-5.9676568864943185e-09,1.967715482187577e-08,1.810965039078383e-09
2.7676074134279295e-07,1.3010580545279416e-09,-6.438652359382201e-08,-3.966050394482725e-08,1.1070665770991997e-07,8.868008127237315e-09
1.0547396013058382e-06,-2.1069224588529722e-08,-2.58336299099529e-07,-1.6994807658620458e-07,3.919692672751349e-07,2.421705701464723e-08
2.916710547784655e-06,-1.4751108479187627e-07,-7.532740216128103e-07,-5.305532661889396e-07,9.78774623684851e-07,3.333909478797154e-08
6.268579572354597e-06,-5.510821252058319e-07,-1.707582921797863e-06,-1.2920144346092614e-06,1.8229279560968067e-06,-1.590452214802241e-08
1.0929081442085799e-05,-1.449325005966964e-06,-3.1375708346820226e-06,-2.560482410328077e-06,2.5869841628731176e-06,-2.0488031741795613e-07
1.5863989498609803e-05,-2.9414223056611006e-06,-4.79309732849702e-06,-4.23625382279777e-06,2.7407904371127795e-06,-5.853645820371495e-07
1.938915139761475e-05,-4.814715280920417e-06,-6.16229248366595e-06,-5.9230522273115986e-06,1.8822813338552457e-06,-1.1020237548086143e-06
1.9840983813882787e-05,-6.503468364724124e-06,-6.659592610635306e-06,-6.998902646850411e-06,4.5748161214285726e-08,-1.5706562205707446e-06
-1.5514519803955857e-09,-4.5148619206658957e-10,3.055460523163754e-10,-7.696666380950303e-11,-1.426912956541195e-09,-2.2458279456953728e-10
-2.0383802309025573e-08,-5.095546723253621e-09,3.956483237759353e-09,-3.309301452463754e-10,-1.6787222150146014e-08,-2.511307643586498e-09
-1.2898062671448987e-07,-2.6622426573893997e-08,2.4869927579267827e-08,2.380388576777687e-09,-9.36948399476277e-08,-1.3269021866769787e-08
-5.265084257835487e-07,-8.421908523001962e-08,1.0196483441265324e-07,2.8604015506511406e-08,-3.3143718260301917e-07,-4.4316277660413375e-08
-1.568977942803294e-06,-1.7264245626203576e-07,3.095031540907155e-07,1.4318076536213667e-07,-8.375410508359688e-07,-1.051414789609928e-07
-3.6654472658873673e-06,-2.0454889339785177e-07,7.485459306754553e-07,4.7343087160282706e-07,-1.613366807128804e-06,-1.8569849431570624e-07
-7.040870793605458e-06,2.4778333363931023e-08,1.5126404765208033e-06,1.1828660737909543e-06,-2.4581309903165296e-06,-2.3720990518736582e-07
-1.1496994515467957e-05,7.839878129805987e-07,2.6313253204460912e-06,2.388651111382098e-06,-3.004008363732902e-06,-1.6442183285204787e-07
-1.6306291408804696e-05,2.2444466380013528e-06,4.000334775870323e-06,4.0519014981300435e-06,-2.8893888990778414e-06,1.4858631696120228e-07
-2.028008556802291e-05,4.279807530162774e-06,5.3270792388965535e-06,5.8916674067929046e-06,-1.961798061850316e-06,7.622095446097628e-07
-3.0487565591150935e-09,2.2562706588761318e-09,8.569470927139725e-10,1.7539890471405977e-09,1.5118728082178642e-09,9.421647891580447e-10
-3.206435422764344e-08,2.5477817394443626e-08,8.91267029272724e-09,1.929151616365218e-08,1.8237523915496735e-08,1.0786721320001978e-08
-1.5238606839953936e-07,1.346640706389024e-07,4.1618630257107254e-08,9.817813698471302e-08,1.0466138874943281e-07,5.7918518509331025e-08
-4.2088977208825546e-07,4.4284389743536044e-07,1.112530056656893e-07,3.0509003089878924e-07,3.8197815766249096e-07,1.9414446736657743e-07
-6.863217457006075e-07,1.0136385657540297e-06,1.6679459851063477e-07,6.38361924250389e-07,1.0009338217387489e-06,4.5616704864860296e-07
-3.913893905625829e-07,1.7018350028058096e-06,4.060379075452586e-08,9.146981323522409e-07,2.017100462009553e-06,7.991883638594692e-07
1.2865922652802954e-06,2.1173116895755415e-06,-5.02963831475811e-07,7.960879792317276e-07,3.269053814288103e-06,1.0817018779202919e-06
4.8956803270372016e-06,1.8219898146140593e-06,-1.6070566210499446e-06,7.70964415366472e-09,4.3889950754497566e-06,1.1467306718079931e-06
1.0200702924234889e-05,6.07107323940181e-07,-3.1837674917267613e-06,-1.446439538598649e-06,4.9574331155287494e-06,9.244848803038239e-07
1.6150050176408516e-05,-1.39004238852548e-06,-4.9222563866184055e-06,-3.2813669972434695e-06,4.687520658146973e-06,4.500532963619534e-07
6.96541861366035e-09,-2.87432457228655e-09,-2.4090436850280658e-09,-2.7778906283500037e-09,-7.235124242961244e-10,-7.171952274339633e-10
8.111796169431418e-08,-3.448289841374581e-08,-2.808017227875463e-08,-3.298675521719011e-08,-9.272071202476315e-09,-9.0572269447361e-09
4.4361438491093656e-07,-1.9605676443843843e-07,-1.5379442018060584e-07,-1.8494328133192524e-07,-5.732349613542977e-08,-5.424863791176154e-08
1.513295424049058e-06,-7.042483032099813e-07,-5.262273825408823e-07,-6.515991103409766e-07,-2.287487428905379e-07,-2.052539259559176e-07
3.5984923719959938e-06,-1.7969137937995746e-06,-1.2592637436307552e-06,-1.6180735770009194e-06,-6.647125455075858e-07,-5.511345490326606e-07
6.278283956049824e-06,-3.4682725560251834e-06,-2.2263356557948032e-06,-3.0038780630556444e-06,-1.502802773296473e-06,-1.1179668410436337e-06
8.12419691712622e-06,-5.254870903442234e-06,-2.965118618951479e-06,-4.295145539844796e-06,-2.7543530358839706e-06,-1.7784155878040199e-06
7.377419653536475e-06,-6.373310589991936e-06,-2.895181155552051e-06,-4.751230647518954e-06,-4.205830378251191e-06,-2.2671972105718386e-06
3.2113640379071873e-06,-6.1876691552889256e-06,-1.7240568487801287e-06,-3.903058575903161e-06,-5.451927508517631e-06,-2.333104982801146e-06
-3.5491212137621977e-06,-4.61137454427228e-06,3.2082427517514273e-07,-1.8980548598443478e-06,-6.071524123413858e-06,-1.9073643730412213e-06
-6.580714216993535e-09,1.13374345318374e-09,1.8573847998660672e-09,1.5211552199348032e-09,-7.65283277017409e-10,1.7804181360520617e-10
-7.982673386250672e-08,1.4754269719598533e-08,2.3072305964841834e-08,1.913879469590998e-08,-8.210086721607835e-09,2.6272173175954873e-09
-4.6028722027999254e-07,9.247834818720231e-08,1.3656109996799705e-07,1.1513513589682969e-07,-3.9770897895016804e-08,1.8398098226504073e-08
-1.6832858837715644e-06,3.726884201021739e-07,5.139304846511397e-07,4.426432956302893e-07,-1.112478486567372e-07,8.188612427438065e-08
-4.392047419537018e-06,1.0865731137130729e-06,1.383716853587395e-06,1.226119936697807e-06,-1.7850230165747677e-07,2.61146781172844e-07
-8.703854215758017e-06,2.441308102810047e-06,2.839075447173494e-06,2.6122491141426728e-06,-6.961309260386096e-08,6.36209086789351e-07
-1.356302136882923e-05,4.38887590042781e-06,4.603883371996357e-06,4.450114023649608e-06,4.845114499183088e-07,1.229304162209141e-06
-1.6846272856495022e-05,6.4572277712021425e-06,6.01014118959042e-06,6.194436513417639e-06,1.6680383228787288e-06,1.926119925295187e-06
-1.645501179609907e-05,7.865965198794399e-06,6.317508651046429e-06,7.0927374305152285e-06,3.366601666229561e-06,2.4754814323185554e-06
-1.1679055206452946e-05,7.938179646177563e-06,5.1839185407152875e-06,6.598254377121628e-06,5.12661232925877e-06,2.613612804639293e-06
4.0687904687775575e-09,2.4198731653815666e-10,-8.165943862211596e-10,-5.46759834538815e-10,1.9177204760161017e-09,5.827291799386232e-11
5.0131501692478245e-08,2.1406883395134904e-09,-1.038504125174805e-08,-7.200287354821016e-09,2.2561542376488215e-08,6.877189185322391e-10
2.959214807336888e-07,6.300166519743566e-09,-6.370920307057033e-08,-4.593627150198604e-08,1.2474609522896018e-07,3.4383625324121914e-09
1.1205920960289116e-06,-6.626929897776081e-09,-2.525621289941943e-07,-1.8993087730092146e-07,4.3062368763274977e-07,8.497910358558942e-09
3.076914975142478e-06,-1.2325416918660123e-07,-7.311527920274705e-07,-5.745483577196962e-07,1.0368710637831016e-06,3.437829427106718e-09
6.56170661476413e-06,-5.38721385249621e-07,-1.653728880110875e-06,-1.3603565624892235e-06,1.8308889357478559e-06,-5.442336680072239e-08
1.1344147536985533e-05,-1.5058434567094254e-06,-3.044108211568978e-06,-2.628989288006421e-06,2.3879375916622685e-06,-2.39805241734624e-07
1.631701554261965e-05,-3.1458763422613725e-06,-4.668834145628931e-06,-4.255082396814731e-06,2.147920132459354e-06,-6.179081536644202e-07
1.9744215235561642e-05,-5.224283155149043e-06,-6.024703911966782e-06,-5.842448619654e-06,8.084864890625925e-07,-1.1667405736875088e-06
1.9971720993620867e-05,-7.106489049398664e-06,-6.514966248608664e-06,-6.8117243446645775e-06,-1.3871394936698034e-06,-1.7262023851429446e-06
-1.494339363866231e-09,-8.907247575647142e-10,1.4374845921352974e-10,-2.0202137720345234e-10,-2.1852344247715568e-09,-9.424226339291999e-11
-1.96922608632482e-08,-1.0169158508585174e-08,1.99384822285362e-09,-2.134678384413098e-09,-2.507967725468252e-08,-1.1894661678859558e-09
-1.2507650961315354e-07,-5.417014324481424e-08,1.37340771918642e-08,-9.857420755242612e-09,-1.3573293584093772e-07,-7.235478584708055e-09
-5.129096875201657e-07,-1.7802916486311368e-07,6.282027378113067e-08,-2.3671343500831296e-08,-4.6209962584150765e-07,-2.8267760362689478e-08
-1.5364497833208244e-06,-3.984216715982e-07,2.147407262676513e-07,-1.5624041626381954e-08,-1.1135501079879383e-06,-7.926198634158328e-08
-3.6092625147723633e-06,-6.149937760459337e-07,5.842854127031571e-07,1.0586325881628787e-07,-2.022475169579281e-06,-1.670146466603859e-07
-6.968818408330114e-06,-5.619300898110672e-07,1.3140005825924888e-06,5.045208837475607e-07,-2.8618618612424315e-06,-2.635427476789106e-07
-1.1424585063277474e-05,1.132691362124365e-07,2.4988843012889297e-06,1.3577040922247038e-06,-3.167827795309074e-06,-2.825225146614522e-07
-1.6233823954924728e-05,1.6459521386902855e-06,4.0676307658094775e-06,2.732213550084119e-06,-2.5945856203554833e-06,-9.293282662125031e-08
-2.016973857905065e-05,3.925266680201644e-06,5.685009322959519e-06,4.451633045982311e-06,-1.109696634571163e-06,4.0511284987361715e-07
-2.6248597574249133e-09,2.460354794239571e-09,1.1379978918884156e-09,1.6797297534138419e-09,1.8264434274770215e-09,8.046046044246005e-10
-2.685684465340206e-08,2.779064649843092e-08,1.2388365692010802e-08,1.851019356798319e-08,2.1864732386695652e-08,9.164496283689126e-09
-1.218883916623189e-07,1.4672975982551748e-07,6.212349312512845e-08,9.446926475148526e-08,1.2448013242579548e-07,4.9045871150818554e-08
-3.0744604195643414e-07,4.808334837307431e-07,1.8835945469078057e-07,2.9482005103780167e-07,4.5035554507655775e-07,1.6419684235697228e-07
-3.8520075516982663e-07,1.0920329365714208e-06,3.7489363414052154e-07,6.207341571978911e-07,1.1678784489818495e-06,3.85997627032579e-07
2.1568588282812848e-07,1.8043486552927945e-06,4.696567011042344e-07,8.96946481107153e-07,2.3217940988538917e-06,6.767866763311404e-07
2.2516124823393336e-06,2.168968538435675e-06,1.9560257352382224e-07,7.869570520969537e-07,3.693879173924035e-06,9.130677604456949e-07
6.132656303321148e-06,1.6976339888128784e-06,-6.998159948885376e-07,-7.5446783761109e-09,4.838938031680078e-06,9.500339253423531e-07
1.1491223865805487e-05,1.8624978200717185e-07,-2.263475592466197e-06,-1.5302067162333305e-06,5.306445389181829e-06,7.136230028159631e-07
1.7232834028535922e-05,-2.1558060699370836e-06,-4.264459044510784e-06,-3.532269448565969e-06,4.874471231765814e-06,2.3133507112386715e-07
6.711957204863942e-09,-2.7577787362987003e-09,-2.5182409450743864e-09,-2.709303919560648e-09,-1.1205933699182327e-09,-7.4671845358572e-10
7.797121800056497e-08,-3.311906359132454e-08,-2.9156009398196144e-08,-3.2177175804638886e-08,-1.4008500750925849e-08,-9.295148738744845e-09
4.2510192454349303e-07,-1.8835667677685257e-07,-1.5843992266315688e-07,-1.804294545269716e-07,-8.367942662253379e-08,-5.4890315021012474e-08
1.444606326326795e-06,-6.763125129714672e-07,-5.373143977363697e-07,-6.359745072289319e-07,-3.19329842186263e-07,-2.0502503806281996e-07
3.4181994421342658e-06,-1.7239197205624706e-06,-1.2734223040328447e-06,-1.581098869513743e-06,-8.78637434911295e-07,-5.448239635314206e-07
5.922820888020951e-06,-3.3226894005010747e-06,-2.230135929059261e-06,-2.9421135691562e-06,-1.866018842693717e-06,-1.0977827171281863e-06
7.579342997815712e-06,-5.026268711485749e-06,-2.950255128079196e-06,-4.223076491629425e-06,-3.1983791889888644e-06,-1.743279549673495e-06
6.71549833945062e-06,-6.087450767294891e-06,-2.890630479196276e-06,-4.6948061509632704e-06,-4.5683027442349015e-06,-2.233155842646113e-06
2.5687493107016893e-06,-5.907163756010809e-06,-1.806934887690972e-06,-3.8672713995277705e-06,-5.570140532122578e-06,-2.3312600767408193e-06
-4.047446120587623e-06,-4.412548489489559e-06,7.481820851457452e-08,-1.8354392546771644e-06,-5.8982418576537945e-06,-1.967154938998785e-06
-6.278004457149112e-09,1.4582410960833468e-09,2.0782288452720513e-09,1.7864774881460695e-09,-4.3498412679545017e-10,3.112186372505233e-10
-7.619918468267641e-08,1.870216492842219e-08,2.5343572234490488e-08,2.2262894108434248e-08,-4.06523023184821e-09,3.969739428789275e-09
-4.396754712647889e-07,1.1515133066905899e-07,1.4708935460223186e-07,1.3261782383659223e-07,-1.5356997064341498e-08,2.4401815020423824e-08
-1.6091297744366914e-06,4.548204828795168e-07,5.423742481807254e-07,5.043404031811357e-07,-2.143451863478582e-08,9.667378021888381e-08
-4.201410839293756e-06,1.2986447764524381e-06,1.4304819045069138e-06,1.3791323836495473e-06,5.3346353083201615e-08,2.781187004516529e-07
-8.328254514031358e-06,2.8609308896273593e-06,2.876325947578305e-06,2.891554299343418e-06,3.784748039654978e-07,6.190586893603356e-07
-1.2966846992799572e-05,5.059720693390444e-06,4.576406711231735e-06,4.82587863369039e-06,1.1621694280266772e-06,1.1057484862681191e-06
-1.6051875134620948e-05,7.36316623437809e-06,5.8744280284653434e-06,6.537123987016843e-06,2.5007176929980672e-06,1.6177523356670924e-06
-1.5534763728333332e-05,8.940946291023196e-06,6.095525239027683e-06,7.200773951956992e-06,4.232198138165564e-06,1.9569609572302488e-06
-1.073113715409308e-05,9.096232981367963e-06,4.977948976586593e-06,6.286351211172629e-06,5.924677050904896e-06,1.9551835422990346e-06
3.1851564423832166e-09,4.095864169628541e-10,-6.733616165499403e-10,-4.039138320229529e-10,1.7488321517417565e-09,1.2415225669934594e-10
3.950621949832222e-08,4.099294637224769e-09,-8.61638320071651e-09,-5.384029017724963e-09,2.0482228890841224e-08,1.4108579705928561e-09
2.3494411047615893e-07,1.7468141961955373e-08,-5.317043379353114e-08,-3.4619720414739576e-08,1.1329603151567473e-07,7.378568059169839e-09
8.979951095541463e-07,3.529379866083498e-08,-2.1205351235924767e-07,-1.4412834557466766e-07,3.9419737632292997e-07,2.3141613005708435e-08
2.498729477192125e-06,-6.156499464328723e-09,-6.187127942933145e-07,-4.408016713144293e-07,9.678154332436245e-07,4.592195123776386e-08
5.441413831409883e-06,-2.818281554934696e-07,-1.4180276093113237e-06,-1.0661874506849045e-06,1.775765565903186e-06,4.700838253443966e-08
9.730795288391403e-06,-1.0597029717482472e-06,-2.673901472608296e-06,-2.1400338761181953e-06,2.492206169322802e-06,-4.0442488754659454e-08
1.4763204309340084e-05,-2.5562965204661486e-06,-4.27619852058643e-06,-3.6741252958692532e-06,2.6268814991763448e-06,-3.0588708511575484e-07
1.937065401727178e-05,-4.716121134504095e-06,-5.900463856248443e-06,-5.477974338757042e-06,1.810350634843697e-06,-8.074988779701775e-07
2.210284086254827e-05,-7.069332022523764e-06,-7.060017140854611e-06,-7.1101022372854834e-06,5.1540785476252095e-08,-1.4993531471245663e-06
2.1713187098421076e-05,-8.82804446695795e-06,-7.273284756506906e-06,-7.969237628945266e-06,-2.220706448764636e-06,-2.194186066296436e-06
-3.752134786148185e-22,1.2507115953827284e-21,3.001707828918548e-21,1.2507115953827284e-21,-1.2507115953827282e-22,-6.253557976913641e-23
1.7200824598994007e-09,-2.1609970164009047e-09,-4.0507413348552225e-10,-1.307530828083395e-09,-1.592707143576811e-09,-7.902942196961489e-10
1.761719980680609e-08,-2.447923082564562e-08,-4.32446108016459e-09,-1.4676229053066935e-08,-1.9117126315568403e-08,-9.045116039166286e-09
